"","MUE 1","MUE 2","MUE 3","MUE 4","MUE 5","MUE 6","MUE 7","MUE 8","MUE 9","MUE 10","MUE 11","MUE 12","MUE 13","MUE 14","MUE 15","MUE 16","MUE 17","MUE 18","MUE 19","MUE 20","MUE 21","MUE 22","MUE 23","MUE 24","MUE 25","MUE 26","MUE 27","MUE 28","MUE 29","MUE 30","MUE 31","MUE 32","MUE 33","MUE 34","MUE 35","MUE 36","MUE 37","MUE 38","MUE 39","MUE 40","MUE 41","MUE 42","MUE 43","MUE 44","MUE 45","MUE 46","MUE 47","MUE 48","MUE 49","MUE 50"
"FUE 30","56.307626206021","56.290868641875","56.280378551257","56.225054996757","56.249792229217","56.093517331378","56.196538514027","56.202634158997","56.144939846492","55.955728862446","55.765070208003","55.843324431305","55.723057682147","55.452703996344","55.035433681229","55.702747229209","54.699909449398","55.378273745309","48.584395385162","54.863609879521","54.838821604346","54.984241743131","52.102996368287","49.286272812005","52.319486701185","47.239687607288","48.694488881369","52.404308524515","49.850090612439","49.405940603464","53.422628197504","54.330590664884","32.093837121111","53.192140581065","54.197754455211","37.498796424106","40.420454491926","54.008267395696","54.10524174105","53.591383510637","49.493519483014","41.10124277428","53.824265366027","39.247238593927","53.552979923705","53.210065109443","32.266170551035","49.214570426296","51.981102192634","52.918618798184"
"FUE 31","73.483904125751","73.465960656682","73.443152942245","73.349566793951","73.409462944125","73.316202391494","73.359803014869","73.303006272147","73.12059946079","72.83643704711","73.127329155168","72.227777642171","73.009746159169","71.054693865294","69.878291734311","72.437970027914","67.884455301493","72.321811865407","67.735664424594","68.607586307499","69.270227656079","70.68413941492","71.413007166767","57.500590600402","58.220349146051","70.198658719107","54.524239369123","71.203159321768","70.576956248059","70.477339956055","71.303762319326","69.093306082931","66.332438237488","71.087993908026","68.789067804981","60.301876931019","68.218354982617","68.426492876341","69.317662285201","70.706155077502","70.043227998621","68.135075706234","70.379914730024","67.659506071857","70.389681829517","70.31806034778","66.07139245552","69.590487747163","70.11719628976","70.089771424356"
"FUE 32","73.383809410193","73.367870774181","73.347600777551","73.264304327051","73.317637711498","73.23456081311","73.273424677743","73.222789977827","73.059693255076","72.804200696617","73.065723343165","72.251530035947","72.960225233357","71.168025226182","70.061436471133","72.44318785569","68.151687996076","72.337373445926","68.007808004694","68.848497258816","69.483028484755","70.821406263317","71.501309744358","57.902270307021","58.61954936354","70.364519973839","54.932750145581","71.306352669486","70.720797180125","70.627155710414","71.399900281988","69.314018261453","66.643681719747","71.199079378457","69.022684005597","60.691108151924","68.473957332427","68.674396872451","69.528289156447","70.842052644656","70.217625259509","68.393660085638","70.535450514273","67.934101006008","70.544649600866","70.477165509048","66.388647480979","69.788161743146","70.287567326602","70.261642813403"
"FUE 33","69.315544933896","69.296374324025","69.27201460348","69.172150475464","69.236047951978","69.136582574386","69.183066357317","69.122519905808","68.928417792403","68.627044278386","68.935569753135","67.985291794364","68.810707897676","66.760645451248","65.545198342128","68.206364302319","63.505608136952","68.084125086254","63.354187119149","64.24291457224","64.920841398383","66.37659399998","67.133197433926","53.051352283448","53.772379246033","65.875140680019","50.071512178972","66.914862838672","66.26572407018","66.162764626868","67.019481242899","64.739602401141","61.930181919029","66.795217914715","64.428348086561","55.859017876166","63.845754980495","64.058042168855","64.96946454254","66.399378655893","65.714973460645","63.760871474114","66.062145527106","63.276717593234","66.072229492984","65.998301442088","61.665966706838","65.249390533917","65.791174038223","65.762916946414"
"FUE 34","65.092309229436","65.073977569583","65.050678789848","64.955105021708","65.016268226024","64.921042521952","64.965556519307","64.907571802134","64.721455208078","64.431820971372","64.728318965247","63.812598871069","64.608423802873","62.622947870684","61.433911482413","64.026270036787","59.425172005099","63.908168265952","59.275521211537","60.152931592248","60.820552582215","62.248034719738","62.98584945422","49.018172067505","49.738349728914","61.75738399303","46.040667604977","62.773268060673","62.139659360144","62.038961397378","62.875164856116","60.642225693374","57.865489058171","62.656658354029","60.335701694625","51.821565430906","59.761112772482","59.970605240338","60.868373905978","62.270298966263","61.600417686058","59.677309547271","61.940502272925","59.198934043739","61.950371969161","61.878003538065","57.603403234313","61.143508105488","61.675109831852","61.647415133091"
"FUE 35","55.404868621359","55.379991208062","55.348426928567","55.219567230273","55.301918057386","55.173877819937","55.233610858339","55.155842617485","54.908554516985","54.530330892976","54.917613023396","53.745346274739","54.760029193829","52.308563810734","50.940674303895","54.012870746449","48.730641450188","53.864593320942","48.569676274204","49.51985241207","50.254646085842","51.871053131016","52.73841910208","38.029791521574","38.755106029247","51.307383604555","35.038186435358","52.485816203739","51.745722883441","51.629702899553","52.606606213273","50.057248949704","47.071196622534","52.348218854547","49.719898348962","40.859076275698","49.093565526787","49.321065615729","50.30773069816","51.896861582111","51.128980376128","49.002818437631","51.516652360125","48.487458788208","51.527967660753","51.445086358133","46.79576416078","50.61443230943","51.213763469807","51.182304201441"
"FUE 36","64.832562799539","64.812957519366","64.788048294855","64.685964093265","64.751276051371","64.649618001147","64.69712011308","64.635249447011","64.437027042617","64.129617211222","64.444327508175","63.476348547125","64.316908514475","62.233992429146","61.005321233717","63.701194225507","58.950435588586","63.576844562212","58.798141831148","59.692457893366","60.375492930736","61.845351685087","62.61140666574","48.473062933755","49.194502066066","61.338491923031","45.492089948693","62.390171423642","61.733231489367","61.629139534671","62.496161287081","60.192808673726","57.367266368164","62.26899853197","59.879209823105","51.282803073088","59.292658204844","59.506326298561","60.424514267631","61.868397303494","61.176726593022","59.207241274074","61.527439581577","58.72023749146","61.537630732119","61.462922689776","57.102007070307","60.706822210371","61.253680061134","61.225142221103"
"FUE 37","71.750799683951","71.734908857924","71.71469941159","71.631648846267","71.684825336341","71.601991999963","71.640742503002","71.59025529981","71.427622180247","71.172821842942","71.433635435072","70.621516576686","71.328428491048","69.54023418576","68.435410348424","70.812720396884","66.527826650965","70.707159109949","66.38407442023","67.223953652856","67.857760931863","69.194217050254","69.87289301302","56.281960804947","56.999173331066","68.73805420279","53.312624138713","69.678307744914","69.093773860128","69.000283384971","69.771679029031","67.688953971365","65.020970656809","69.571232042273","67.397952068864","59.07046502162","66.849794005049","67.050034112941","67.902965815518","69.214828910985","68.591376398766","66.769574107675","68.908722944009","66.31043125098","68.917907647317","68.850528367102","64.766094468562","68.162506598944","68.661216100134","68.635329721635"
"FUE 38","60.869419939771","60.852629563171","60.831281108942","60.743608116781","60.799733546274","60.712323104168","60.753203371295","60.69994528899","60.528613784066","60.260856221207","60.534942585746","59.684099812733","60.424280669367","58.561690655583","57.424466688415","59.883750593876","55.477451789624","59.773477872375","55.331382950924","56.185969627894","56.832961457853","58.204599552282","58.905890937876","45.167613387321","45.886016056407","57.735160200397","42.19499582361","58.70444384897","58.101108523544","58.004845686941","58.801068055282","56.660448845749","53.949780354923","58.593725753393","56.363394292892","47.962088884296","55.80489945487","56.00876240159","56.879183927171","58.225845890583","57.584509155561","55.723275213821","57.910629013751","55.256582837625","57.920077579111","57.850775872209","53.692051443938","57.144781533413","57.656223506418","57.629638668074"
"FUE 39","60.696527474718","60.680343424965","60.659762641003","60.575204405279","60.629342858849","60.545016251787","60.584461717584","60.533070304598","60.367596150379","60.108556663343","60.373712534944","59.548899881208","60.266722039647","58.45405259135","57.338481464807","59.742879125989","55.417745845199","59.635770246322","55.273218454238","56.11801427534","56.75621963395","58.104368190427","58.790526844507","45.150372876211","45.867987441283","57.643800435474","42.179927521123","58.593673983088","58.002914577443","57.908504594187","58.68812054399","56.58617744755","53.903914920933","58.485393621363","56.293156469311","47.940893499655","55.741545871181","55.942996648321","56.801763592258","58.125190334264","57.495802631119","55.660856493648","57.816062793633","55.199188056904","57.825335064643","57.757317708723","53.64808109719","57.063321503115","57.566265233868","57.540146794781"
"FUE 40","73.726928222037","73.708581642141","73.685263990382","73.589613859087","73.650825738665","73.555524547465","73.600073625734","73.542043282276","73.355784290773","73.065940252321","73.36265319165","72.446313930469","73.242669339396","71.256030974887","70.06651433318","72.660118112167","68.057210222274","72.541942011133","67.907526910259","68.785144957835","69.452954597015","70.880951977116","71.61910732751","57.649337730938","58.369531156589","70.390104756666","54.67178989996","71.406421789171","70.772531285145","70.671792203707","71.508367868218","69.274574446318","66.497237619312","71.289757084237","68.967963856315","60.452810362349","68.393228201762","68.6027719325","69.50079057975","70.903225677515","70.233080134489","68.309405152535","70.573293786537","67.830923528966","70.58316738147","70.510770568336","66.235112538243","69.776012327989","70.307799766614","70.280094821139"
"FUE 41","69.934188008431","69.91776756181","69.896887446947","69.811114370488","69.866027860731","69.780498285217","69.820503515258","69.768383829719","69.600623217277","69.338177085588","69.606822553217","68.771826409202","69.4983979769","67.666155850169","66.542052594283","68.968027636027","64.6109271866","68.859679451024","64.465789187618","65.314461200369","65.956140622163","67.313555797653","68.005668245765","54.326684649418","55.044613197809","66.849491765383","51.355373701579","67.807009170111","67.211299626265","67.116159587444","67.902312013868","65.785122089117","63.091608982866","67.697769945774","65.490506264025","57.118780562353","64.936171617262","65.138577171084","66.001952678679","67.334545007223","66.700447483922","64.855112119109","67.023018280041","64.391453836538","67.032360039337","66.963836403746","62.835023001543","66.265106258954","66.771403842794","66.745101441072"
"FUE 42","65.276564315976","65.261806913452","65.243033365671","65.165818846623","65.215270529694","65.138220992686","65.174278530824","65.127295531691","64.975695847584","64.737424449244","64.981307970905","64.218915616051","64.88304486454","63.19157296442","62.130087405029","64.399185827335","60.276282598987","64.299716926345","60.135726037173","60.955385531886","61.571204156708","62.860283430216","63.508975136269","50.120182456333","50.835695713538","62.421893348034","47.155536068891","63.32344916224","62.763909043654","62.674125413277","63.41252164718","61.407440055073","58.798287024433","63.221195835927","61.124696835404","52.900172340771","60.590706197416","60.785971794797","61.615026028955","62.880049114034","62.280559151825","60.51241725162","62.586121737567","60.06368034608","62.594952894911","62.530150605271","58.547391930421","61.866350708019","62.347876210428","62.322929423602"
"FUE 43","86.141260574777","86.124071967551","86.102219445743","86.012502756","86.069931627578","85.980498634486","86.022319628512","85.967837765968","85.792671854288","85.51922297725","85.799139561461","84.931358263831","85.686078380466","83.791195201768","82.64015274371","85.134685411037","80.676517471857","85.022360868909","80.529478826453","81.390234997387","82.042782779681","83.429364553481","84.140353519375","70.340165414604","71.059056321475","82.954265680236","67.366202889841","83.935956425552","83.324572105773","83.22712660946","84.03397828355","81.868706187662","79.14015827858","83.823675112993","81.569101174589","73.137092440151","81.006262296168","81.211646073718","82.089435055922","83.450881975963","82.801925708662","80.924049010172","83.131777825755","80.454194653797","83.14133880737","83.071218289379","78.881243314133","82.357593904058","82.874436652445","82.847554960991"
"FUE 44","56.993404851177","56.969702853687","56.939620728228","56.816706410946","56.895277132191","56.773084938292","56.830110229536","56.755860321514","56.519367988387","56.156558256021","56.528041320351","55.399724771806","56.377049537917","54.00328352052","52.663410197012","55.658201115824","50.48376258786","55.51500512966","50.324470037489","51.263823992184","51.988489537579","53.575689175062","54.422398574982","39.825167542906","40.549764243245","53.023435696622","36.835529084408","54.176232348658","53.453024171373","53.339405217044","54.293989958473","51.793981298672","48.838938413106","54.041990595682","51.461277818403","42.65082686595","50.842682658496","51.067498820928","52.040774932545","53.600939381808","52.848353346906","50.752967982336","53.228634585044","50.243083508746","53.239724298452","53.158482089617","48.565440310741","52.342665839704","52.931574937323","52.900698568307"
"FUE 45","55.064230542614","55.048064512451","55.027506546805","54.943040937069","54.997120294456","54.912885418039","54.952288196409","54.900952322394","54.735652601474","54.476873189881","54.741762655972","53.917728083696","54.634881614541","52.823709914205","51.708793964441","54.111537387798","49.788858043974","54.004523280607","49.644377715481","50.488874900972","51.126812849212","52.47424924844","53.159951204755","39.522787918242","40.240378184437","52.013949996828","36.552409560376","52.963236821412","52.372857248892","52.278503323586","53.057617725448","50.956845792237","48.275450306341","52.855029998564","50.663947575859","42.313186650565","50.112546771172","50.31392399976","51.172336180669","52.495058567968","51.866032603966","50.031885909531","52.186115244792","49.570370825053","52.195382178721","52.127403709957","48.019674534936","51.43377135281","51.936457263804","51.910352960865"
"FUE 46","63.433822946202","63.41841998782","63.387077138593","63.347518290201","63.348337857909","63.339654801256","63.299245599506","63.173508480019","63.10433793582","63.092699890375","63.247341852219","61.280616694462","62.986029943365","61.908357535787","61.534552977872","61.216944126781","59.24124020673","61.529873120188","61.754048887184","54.431174145623","51.696396323148","55.667709076103","62.016992714318","58.907635859934","54.694822812367","61.814387826965","58.230406277357","61.585938612551","61.59779633358","61.596216594068","61.180211885028","50.404600758352","60.83514782261","60.916701364383","49.420149747125","59.50226136219","61.021101989772","48.432132961972","52.713938116543","59.585036367799","61.03339560869","60.831451552817","58.171481548942","60.679020203468","58.748077441936","59.097705603043","60.178993645702","60.54986333734","59.938721592948","58.918358805566"
"FUE 47","72.844625697598","72.827100523915","72.791465607915","72.746539604499","72.747469805051","72.737615832365","72.69179222263","72.549567968351","72.471554811287","72.458444524841","72.633017150401","70.463142604922","72.338485400775","71.145104340352","70.737993112307","70.394430001407","68.295824522322","70.732915718248","70.97666705513","63.347129458321","60.581013087383","64.605893484413","71.264020550933","67.946694055734","63.614993120839","71.042465540968","67.241527140998","70.793774480787","70.80665460356","70.804938479897","70.354826249886","59.280066991485","69.984025380094","70.07146495166","58.290267394359","68.569896134384","70.183575753201","57.297977819862","61.6079649485","68.656984826576","70.196790451299","69.980065132767","67.180379128318","69.81695439904","67.7801390784","68.14545648233","69.284575391373","69.679057103501","69.030109774151","67.957896892278"
"FUE 48","54.592686922365","54.578847436595","54.550670686475","54.515078651616","54.515816365536","54.507999817145","54.471602709783","54.35813644124","54.295580759121","54.28504633663","54.424803198675","52.615604728446","54.188367938253","53.200009801462","52.852709959196","52.556010150931","50.682466827618","52.848348664114","53.056899854326","45.99425969227","43.288064259318","47.210757653549","53.300536895432","50.362151055077","46.254094021397","53.11290368014","49.709056336662","52.900576606024","52.911616765944","52.910146065672","52.521605135822","42.004689243625","52.197524635769","52.274259281317","41.025175946578","50.932386198441","52.372365512308","40.041112136315","44.296982095238","51.011505175816","52.383908541205","52.194044763027","49.652064760967","52.050388014002","50.208609794136","50.544769999325","51.577185243021","51.928441959404","51.348797304819","50.372461946782"
"FUE 49","62.594108996307","62.57243873368","62.528438843055","62.473086790724","62.474231520453","62.462107827853","62.405812183578","62.231934315883","62.137087892692","62.121184613408","62.333802204297","59.798361207538","61.976138041689","60.573288951483","60.108698335628","59.721165377718","57.423543305804","60.102942102584","60.380322132828","52.26699048138","49.456114755341","53.557984115598","60.710192722253","57.050294916531","52.540934411683","60.455573378017","56.302279099802","60.171997157233","60.186628720197","60.184678897013","59.676740184204","48.142246246871","59.263103509554","59.36028015145","47.144923683651","57.718058626012","59.485198830528","46.146640275135","50.496424328592","57.811939554224","59.499947646018","59.258707392479","56.237750973607","59.078021951659","56.872943267744","57.262533227749","58.493090893912","58.925825512506","58.215890866941","57.062239915084"
"FUE 50","63.426126436635","63.411007212982","63.380238682717","63.341398916404","63.342203651542","63.3336776016","63.293995035856","63.170476898022","63.102500413662","63.091061440004","63.243014929649","61.304361417005","62.986191885116","61.92446300358","61.555338168423","61.241404491607","59.28344876681","61.550714413824","61.772134488278","54.494105811056","51.764119103583","55.727266373887","62.031661900854","58.952127750292","54.757113113686","61.83170739995","58.279030404423","61.606103837201","61.617817463243","61.616256943167","61.205080404194","50.473730031584","60.863688351567","60.944399906964","49.490102715679","59.542557900438","61.047699576322","48.502744792273","52.780218072609","59.624702355002","61.059861821245","60.860029873875","58.220435836937","60.709129633155","58.793601337873","59.14091796074","60.213767834485","60.581229094573","59.975554875957","58.962779981005"
"FUE 51","59.143958576255","59.125586879837","59.08824168425","59.041180328482","59.042154507701","59.031835152933","58.983861857894","58.835114705601","58.753617300932","58.739927868123","58.922364043588","56.67463470376","58.614753437276","57.376886366823","56.957270288599","56.604053682088","54.460791457815","56.95204443594","57.203128429117","49.463739302531","46.686976084619","50.730118066799","57.499689287296","54.106140852369","49.733042825731","57.270980081618","53.391108190326","57.014694473799","57.027957026144","57.026189880812","56.563386746202","45.382940572611","56.183099603625","56.272701914415","44.391339204791","54.739523763851","56.387651784792","43.397612391282","47.717114084353","54.828157183334","56.40120610741","56.179042455321","53.32917873158","56.012018271346","53.937107052998","54.307990569373","55.467863597081","55.870927820687","55.208269406329","54.117513908522"
"FUE 52","67.14717509725","67.12813390951","67.089436814046","67.040688894536","67.041697794427","67.031011057547","66.981341670889","66.82745716189","66.743221249423","66.729077006134","66.917697780103","64.609605271266","66.599811805872","65.327403911418","64.898190941138","64.537599026502","62.360591612182","64.892851446386","65.149556649452","57.327675843965","54.543109288798","58.599656021716","65.453199670182","62.001811754238","57.598037224699","65.218985266237","61.279421972171","64.95687312774","64.970428649501","64.968622415152","64.496121579482","53.236815662908","64.108618092816","64.199863189223","52.24389862894","62.642817429915","64.316971762245","51.249123009812","55.575579013749","62.732610177433","64.330784486776","64.104487373609","61.216911016356","63.934494361076","61.830926693226","62.205969739188","63.381434711746","63.790984995466","63.11797542725","62.013312003449"
"FUE 53","96.79898900004","96.781075250758","96.744655147643","96.698748571986","96.699698970551","96.68963125696","96.642820177998","96.497597978738","96.417982453175","96.404605756164","96.582794020584","94.376966157883","96.282246697558","95.068331199563","94.655427423174","94.307386456235","92.187997105858","94.650281205732","94.897430353959","87.216667091224","84.445549141698","88.479004311993","95.189046004278","91.836289554522","87.485206659294","94.964179685924","91.126512451458","94.711970294836","94.725027664958","94.723287894404","94.267289211367","83.143150511081","93.892082276657","93.980526823777","82.152503532037","92.464243209933","94.093956469131","81.159537883208","85.473998439617","92.552052334978","94.107328903428","93.888076995388","91.064999036546","93.723147067919","91.668576767359","92.036493502307","93.185288770566","93.583764762752","92.928434313312","91.84757188443"
"FUE 54","55.284455903367","55.270261118519","55.241364569731","55.204870124953","55.205626466216","55.197612714092","55.160302120566","55.044037938979","54.979971449548","54.969184791248","55.112339518737","53.266723392452","54.87022054792","53.861248411093","53.507768274027","53.206172517394","51.308447054078","53.503332521416","53.715530710605","46.590823238807","43.877637054462","47.812201197027","53.96366035314","50.984953786491","46.851587861349","53.772544632216","50.326069121983","53.556457134284","53.567688244723","53.566192078712","53.171221454463","42.592195886304","52.842207363097","52.920076626023","41.611469614355","51.561015358355","53.019663433744","40.626433985484","44.888667821268","51.64100555166","53.031382908032","52.838676516714","50.268612725047","52.692951221089","50.829971299625","51.169355238231","52.213405110542","52.569302879361","51.982197222339","50.995363317562"
"FUE 55","84.271516281985","84.252984775728","84.215316819898","84.167852697101","84.168835169138","84.158428064863","84.110049583745","83.960074412801","83.877921951504","83.864123696672","84.048038912058","81.785805119931","83.737970082017","82.491807163144","82.069877240628","81.714879783339","79.563440100952","82.064623965211","82.317063749463","74.5576442506","71.77897130734","75.825392262039","82.615330873931","79.207785546789","74.827206465816","82.385295514056","78.490962350805","82.127604955388","82.14093818558","82.139161610369","81.67401700053","70.474382679287","81.291984922559","81.381984657512","69.482458944133","79.843021223435","81.497456589912","68.488475097209","72.809680226071","79.931936209942","81.51107339143","81.28790997325","78.428891272733","81.120167269274","79.038301413985","79.410196564018","80.573855166533","80.978491114178","80.313323527251","79.219189538285"
"FUE 56","68.337448841661","68.321568691505","68.28926019491","68.248492780187","68.249337271683","68.240390401666","68.198760589454","68.069299386876","67.998126977619","67.9861553276","68.145306090231","66.131867407289","67.876470140058","66.772241099135","66.39069080181","66.06701441557","64.062199438555","66.385918218277","66.614652287172","59.21853645576","56.47605064711","60.460513436194","66.883258018252","63.724872634137","59.483218639737","66.676259709419","63.040919432227","66.443101313059","66.455197295657","66.453585775526","66.029609169874","55.181996511728","65.678497870588","65.761436839349","54.196223680777","64.326341680628","65.867650079873","53.207150061417","57.495911334858","64.410146759028","65.880160074299","65.674739433318","62.981458218909","65.519790634366","63.56363345054","63.917027734002","65.012108718048","65.388569865506","64.768464374706","63.735710787357"
"FUE 57","80.043607680209","80.026490019143","79.991678783948","79.947781853811","79.948690852511","79.939061253863","79.894274531651","79.755201219293","79.678874036726","79.666044185015","79.836813850043","77.705046561346","79.548612923695","78.376978761081","77.976040537025","77.637261064837","75.560993044764","77.971036588992","78.211164765053","70.636879217418","67.876230684457","71.891745007057","78.49398170195","75.214647803085","70.904004975033","78.275950391035","74.514472012985","78.031009415186","78.043700465095","78.042009565064","77.5981851307","66.57687500437","77.232102289264","77.318464856967","65.588003741312","75.832717213186","77.429163073934","64.596455100229","68.901544131292","75.919028710571","77.442208883735","77.228190315628","74.453720067695","77.067030516238","75.049345267195","75.411851859169","76.54053784045","76.930727026545","76.288643352035","75.225764674505"
"FUE 58","83.25017335802","83.232912924356","83.197813084899","83.153555534376","83.154471963448","83.144763729797","83.099613581653","82.959435527835","82.882517017475","82.869588793441","83.041692129117","80.896526603392","82.751270609424","81.571992508375","81.16887997593","80.828414192466","78.744255922328","81.163850146056","81.405254759543","73.811428917146","71.048837899175","75.067678617975","81.689668951149","78.396925015967","74.078816699531","81.470397092106","77.694981892318","81.224135150811","81.236892819235","81.235193031941","80.78915212035","69.748916917476","80.42140478723","80.508147418427","68.759715623219","79.016810511645","80.619344029386","67.767903540946","72.074733568798","79.103396881985","80.63244942004","80.417475776881","77.634089645258","80.255627352729","78.231179119798","78.594680614927","79.727055754727","80.118761145994","79.47425262851","78.408072315738"
"FUE 59","63.286270073054","63.27066242576","63.238905327863","63.198827947993","63.199658210004","63.190861954496","63.1499289537","63.02259320369","62.952562999109","62.940781671962","63.097359612952","61.110521062875","62.832816407495","61.743713371315","61.366567355541","61.046338645036","59.058036124652","61.361847476047","61.587990096816","54.233370511826","51.495234172972","55.472274621595","61.85337533495","58.722817328373","54.49746924599","61.648876163162","58.042669690492","61.418395309339","61.430355851467","61.428762397305","61.00931568338","50.202453868731","60.661638226476","60.743790681571","49.217426408555","59.320410307889","60.848974727849","48.228948664139","52.513786706547","59.403631741282","60.861361852888","60.657915079444","57.983512017113","60.504395162462","58.562529696677","58.913791598227","60.001056158758","60.374345579222","59.759323877019","58.733590251894"
