"","MUE 1","MUE 2","MUE 3","MUE 4","MUE 5","MUE 6","MUE 7","MUE 8","MUE 9","MUE 10","MUE 11","MUE 12","MUE 13","MUE 14","MUE 15","MUE 16","MUE 17","MUE 18","MUE 19","MUE 20","MUE 21","MUE 22","MUE 23","MUE 24","MUE 25","MUE 26","MUE 27","MUE 28","MUE 29","MUE 30","MUE 31","MUE 32","MUE 33","MUE 34","MUE 35","MUE 36","MUE 37","MUE 38","MUE 39","MUE 40","MUE 41","MUE 42","MUE 43","MUE 44","MUE 45","MUE 46","MUE 47","MUE 48","MUE 49","MUE 50"
"FUE 60","58.4728001922","58.455449129407","58.420166104735","58.37567968631","58.376600830756","58.366842695348","58.321461936366","58.180583065796","58.103289553492","58.090298952843","58.263248148359","56.109604245756","57.971418486872","56.787302127869","56.382815896875","56.041285497153","53.952154833707","56.377769721962","56.619980627427","49.013853904003","46.250044983632","50.27097183257","56.905404307731","53.604203800627","49.281406038956","56.685348351303","52.901149340553","56.438251885992","56.451051630954","56.449346230365","56.001905952158","44.94976973466","55.633108512548","55.720090863114","43.960361648758","54.225232056782","55.831601880488","42.968384517293","47.276305603237","54.31199145706","55.844744861012","55.629168757348","52.840168900351","55.466886083327","53.438179040986","53.802306372173","54.937004188476","55.329665108045","54.683628689778","53.615370240835"
"FUE 61","55.60742210967","55.574822545496","55.514226516639","55.510296693215","55.392278036744","55.453030714555","55.22711053639","55.08421855308","55.285810080606","55.29265449111","55.299284695007","53.703557995534","54.205733652021","54.603725641552","54.414809225957","49.218292593139","53.454515960863","47.816775081161","54.047671513926","51.084748876404","47.769771911022","41.779442093307","52.3366754038","52.817954539112","51.658321134388","52.906416978265","52.465745480637","50.832796511507","51.847538696212","51.957763694412","48.622808553368","38.568928761907","52.63820225775","47.920694357459","38.213442790518","52.28385488363","52.148869394711","37.372237719821","29.206398520928","42.273918356071","50.569551052198","51.759268575814","35.329767295457","51.70288435902","39.01691032142","41.409307118263","51.517894589855","49.584732608931","46.212815755375","41.539557687343"
"FUE 62","58.773063564144","58.746135106073","58.695987452574","58.692731077098","58.594703231838","58.645221562081","58.456763902572","58.336738283523","58.505885653028","58.511606220277","58.517146341066","57.146867302639","57.58562483694","57.928633455887","57.766357878155","53.010892149811","56.926967185498","51.665193084687","57.448218337497","54.770708677908","51.619777996382","45.74006568316","55.923036361615","56.358481453576","55.301913889699","56.438009070337","56.040262356351","54.535785693049","55.475982400011","55.577099025261","52.44124925587","42.549293913885","56.196387257206","51.765541785144","42.195229174274","55.874971391672","55.751902250476","41.356959623699","33.20277969995","46.229998574368","54.289373955293","55.394854908194","39.319647137757","55.342963796471","42.995311308362","45.373011344601","55.172343497811","53.359665509568","50.107022916933","45.502207400777"
"FUE 63","99.55618204536","99.533754600412","99.491927234518","99.48920837647","99.407204879531","99.449502902634","99.29130662454","99.189985817451","99.332646665028","99.337456175271","99.342113014821","98.163459635044","98.54643411982","98.842295794101","98.70272567566","94.364587152741","97.969713096245","93.077963865882","98.427028739509","96.015750751224","93.034252560435","87.276482803041","97.071296594627","97.463643222458","96.505251479585","97.534871357302","97.177300644356","95.797820295265","96.664602184987","96.756918264413","93.822099199322","84.108173299593","97.318048811581","93.174486564227","83.755734107232","97.027754188413","96.916060156521","82.92082569911","74.780043809136","87.76127696057","95.568337449755","96.590401383632","80.889430826934","96.542879058662","84.551946037609","86.912919312915","96.386290715906","94.69498499529","91.56944275339","87.040919844505"
"FUE 64","63.132961410734","63.10760202953","63.060352083862","63.057282785257","62.964825103051","63.012487678364","62.834525498444","62.720963353991","62.880952899397","62.886357814658","62.891591865552","61.586765380445","62.006665405395","62.333610703566","62.179085399599","57.561367628283","61.37565137023","56.234456483041","61.875361726198","59.28617236927","56.189580666729","50.348090717371","60.406811579921","60.827992086376","59.803780854282","60.904761885181","60.520332489716","59.056764176241","59.973029956882","60.071259556022","57.000382488771","47.164279477754","60.671370123538","56.333593671309","46.810717493448","60.360237986272","60.240915340633","45.973487077341","37.823443785479","50.836427741736","58.815832094501","59.894172007591","43.938002737474","59.843711085348","47.609602422844","49.982119741825","59.677677820273","57.90426142175","54.691941755476","50.110944842028"
"FUE 65","55.407203928343","55.386207324527","55.347030073087","55.344482651326","55.267602853853","55.307269361262","55.15879302966","55.06352514261","55.19762503275","55.202141298567","55.206513911576","54.091356824144","54.455460451062","54.735623297998","54.603585210242","50.413766179582","53.906570260741","49.149755707869","54.342109268461","52.024430110647","49.106702907479","43.397009475672","53.045049146326","53.422179113124","52.498750461059","53.490500342038","53.147071392562","51.812742213534","52.652791148635","52.741943764487","49.881619693737","40.237763455232","53.282386116044","49.244800976605","39.885982725671","53.00311539559","52.895477496257","39.052436919359","30.917101330498","43.879739390049","51.589511872199","52.581086368777","37.023444643873","52.535141116791","40.680627515978","43.034850223239","52.383632756283","50.737216473593","47.660571593303","43.162369661805"
"FUE 66","60.3800529749","60.361879142116","60.327937362328","60.325728951538","60.25899956922","60.293448396852","60.164291507903","60.081119996147","60.198126139033","60.202058666358","60.205865604542","59.219898929443","59.545006063044","59.793119450324","59.676414180733","55.80601487515","59.053811345459","54.5938488986","59.444109302496","57.325998416382","54.552319242917","48.955939348027","58.270564728356","58.615160332531","57.767024668874","58.677306901426","58.36403897369","57.128110352991","57.909506517258","57.991794200415","55.297468065274","45.818534205257","58.487729031569","54.685479604093","45.46834628713","58.232091389288","58.133196686404","44.638099217921","36.515984092131","49.43371658422","56.918765918168","57.843229481806","42.614932051382","57.800718778227","46.259201544762","48.597153820272","57.660300609334","56.113713605158","53.149713218728","48.723516999882"
"FUE 67","56.920860980768","56.898305183103","56.85624021201","56.853505988688","56.771043576194","56.813577223176","56.654511401853","56.552650172735","56.696075607629","56.700911336907","56.705593591042","55.521307342715","55.905946541809","56.203199117814","56.062960985293","51.711921514113","55.32677314088","50.423373054726","55.786006225667","53.366560419821","50.379605849379","44.617779670929","54.425131759363","54.818804806713","53.857372883894","54.890286908681","54.531482410579","53.14809198825","54.017183604994","54.109774031211","51.168551776014","41.448710878695","54.672704096962","50.520021204202","41.096216590823","54.381449423489","54.269402816995","40.261194198563","32.119957102322","45.102746999652","52.918071151279","53.942766493011","38.229598439154","53.895107565107","41.892559663266","44.254098429031","53.738079570623","52.042913033536","48.913214265008","44.382139297832"
"FUE 68","76.234639368162","76.210634678561","76.165888921864","76.16298140151","76.075346583683","76.12053509328","75.951680562127","75.843747723076","75.995765966641","76.000896686909","76.005864901973","74.758694782862","75.161815356601","75.474575487414","75.326881946752","70.834532833985","74.5554458728","69.525321132752","75.035926920921","72.52674708868","69.480955545978","63.675946285004","73.618321982633","74.026551009076","73.031834982874","74.100826199481","73.728471065012","72.302438730944","73.196664146596","73.292250516528","70.281685392359","60.498846341375","73.874887948976","69.623312504245","60.14576992922","73.573107174021","73.457201878253","59.309543482411","51.16350152276","64.162747559168","72.066586360415","73.119886451661","57.27582656964","73.07073750663","60.943498753641","63.311018493276","72.908917729641","71.171918139411","67.997669062558","63.439486337816"
"FUE 69","55.67212808362","55.652176788269","55.614937166957","55.612515161276","55.539387622519","55.577126023957","55.435781563003","55.344968930217","55.472770679558","55.477071592151","55.48123549857","54.413299156151","54.763242926705","55.031707736536","54.905272959487","50.82934954612","54.23527360138","49.583319308577","54.654422820641","52.408226545446","49.540792632689","43.869902142477","53.401852925758","53.767342520043","52.870767665631","53.833448209811","53.500822231325","52.201403843487","53.020705258024","53.107417661618","50.305405069712","40.718058905349","53.631978974645","49.67718468026","40.366817083393","53.361153971801","53.256633134342","39.534386947227","31.403517042701","44.350949963442","51.983058944538","52.950928067216","37.507363420091","52.906201745607","41.160179518675","43.508887993346","52.758625078974","51.147309230378","48.109644833161","43.63601504285"
"FUE 70","63.399388026247","63.374579951543","63.328348844355","63.325345353843","63.234848846667","63.281505526522","63.107244618935","62.995967873427","63.152720692172","63.15801420848","63.163140252565","61.881647235854","62.294775656185","62.615984136661","62.464223152705","57.896774206946","61.673701937204","56.576890036036","62.165659086927","59.608594779896","56.53221653332","50.705154564284","60.71760517938","61.133588675818","60.121199423557","61.20935640302","60.829773977297","59.381222249046","60.288680033455","60.385851515695","57.339022013741","47.523989642384","60.978957656568","56.675572838647","47.170619026981","60.671576284444","60.553623106988","46.333784244232","38.185317203538","51.192885681776","59.142316369101","60.210654563802","44.298996258261","60.160718547788","47.969048302385","50.339595087054","59.996370405093","58.237477514579","55.040262697685","50.468279269548"
"FUE 71","54.383444826922","54.366049592248","54.333553610579","54.331438895836","54.267519220662","54.300522710164","54.17672857548","54.096930371358","54.209173095845","54.212943378899","54.216593120015","53.267217550996","53.581131928678","53.820142732032","53.707781479343","49.932537440885","53.106543034159","48.736695368916","53.483795784168","51.424576252172","48.695649182634","43.135872298739","52.346285393635","52.681260608541","51.855532071888","52.741591848785","52.437222948123","51.230891797982","51.994541162851","52.074772014263","49.431389530114","40.005668978912","52.557473658401","48.827243051144","39.656008162517","52.308840803481","52.212550117105","38.826853547778","30.709127795108","43.612023121372","51.025794825725","51.929893351374","36.805618203292","51.88841495087","40.445609789555","42.778196082726","51.751337359907","50.235327074964","47.306953674809","42.90417894476"
"FUE 72","63.12126154647","63.095670454341","63.047992406691","63.044895461329","62.951614139325","62.999699097206","62.820183411534","62.705662972754","62.867009926291","62.872461585256","62.877740958116","61.56316029641","61.985883431789","62.315225319827","62.159544644353","57.52099716584","61.350727377177","56.191201322856","61.853667255245","59.251149499767","56.146242550674","50.298850631182","60.376597302796","60.799932701597","59.770824876644","60.877118419875","60.490678502316","59.02090141637","59.940805279971","60.039472629121","56.958684026728","47.113959872042","60.64248478124","56.290524845498","46.760319858004","60.329798065953","60.209908290482","45.922928139682","37.772242405599","50.787434955106","58.779133899506","59.861603034264","43.887159942176","59.810925069576","47.55939058604","49.932711731201","59.644195277088","57.864791539721","54.646274779472","50.06159433465"
"FUE 73","90.841145320934","90.818793089575","90.777104967591","90.77439511448","90.6926605918","90.734820508137","90.577133956417","90.476130026388","90.618342575691","90.623136715224","90.627778655806","89.452430856241","89.834427715371","90.129473020032","89.990294930996","85.659746242583","89.259147090401","84.374258640512","89.715336418394","87.308861736398","84.330580323116","78.575206173543","88.362626681762","88.754193160327","87.797590095633","88.825271964573","88.468426837219","87.091248155527","87.956670024849","88.048824638912","85.117778366287","75.407345480251","88.608896490444","84.470707309189","75.05493885931","88.319166598895","88.207680012197","74.220097838535","66.079585094262","79.059897988304","86.862082256823","87.882596543402","72.188821737605","87.835154627775","75.851073262068","78.211712277465","87.678825106935","85.989794028707","82.866704245841","78.339688968484"
"FUE 74","95.272115797987","95.249495978194","95.207312497495","95.204570610817","95.12187933516","95.164530484258","95.005031082114","94.902900447605","95.046707051106","95.051555853104","95.056250778977","93.869158691545","94.254626549111","94.552571850583","94.412000978478","90.054550519203","93.674232573997","88.765047807315","94.134419901704","91.710913637484","88.72125290345","82.957418182113","92.770987705768","93.16532006452","92.202377433037","93.236928438029","92.87751060997","91.492178163706","92.362416640853","92.45514335053","89.510743627339","79.787973738436","93.018967657775","88.861758120031","79.435452196365","92.727235833894","92.615014035475","78.600373420999","70.458911175631","83.442471199507","91.261890326156","92.287892084318","76.568678296603","92.24016530793","80.231860141947","82.59367867713","92.082918967167","90.385836434797","87.254077766041","82.721739504348"
"FUE 75","62.581282725676","62.558415645569","62.515774514841","62.513003036576","62.429428136566","62.472532924682","62.311359898241","62.208189766382","62.353467196169","62.358366453378","62.363110287539","61.165205575967","61.55386323764","61.854477354884","61.712624302051","57.330562384952","60.968771861564","56.037411336012","61.432631063634","58.99352740203","55.99351059177","50.222009576074","60.059365660589","60.456230063291","59.487488400822","60.528323587071","60.166549912007","58.773768612191","59.648404055225","59.74165363746","56.785083669072","47.05113322355","60.308910810495","56.134359196058","46.698507817059","60.015346848525","59.902452601425","45.863214178385","37.720894074203","50.707389305197","58.542457921995","59.573467326995","43.831140429083","59.525480300129","47.495162996155","49.85804794471","59.367396568962","57.662974628802","54.52334272288","49.986184861219"
"FUE 76","56.717700024463","56.693188563008","56.672003686146","56.66754189497","56.587808766881","56.583202941241","56.421788307746","56.514863612388","56.590717297366","56.559893893275","56.419766345882","56.17561888257","54.638488786704","56.31205953674","56.210549918164","54.546177346973","55.924170639293","50.731472771719","55.55941604996","55.416697348835","54.692221433552","53.226032889884","50.003863936467","55.18849220054","55.091103138887","52.748060584504","54.998944246598","45.306530624808","49.604196797418","50.043565403159","37.271347509504","52.427704597669","53.727359222731","33.961356649905","52.281269344346","54.198699654224","52.249215991908","51.978339329152","50.517882926637","32.177423505252","46.655809440879","51.540000680086","41.790304223496","51.693072690489","37.014330409422","30.465169581341","52.076153201333","44.697550723957","28.642639013576","28.959270679067"
"FUE 77","58.338620749593","58.314744025377","58.294104937518","58.2897577658","58.21205368154","58.207563959144","58.050143336205","58.140933291687","58.214888832192","58.184840646271","58.048170492787","57.809792865847","56.302526648281","57.943048151729","57.843917680422","56.211699540259","57.563964839472","52.437578683096","57.206817425339","57.066908959584","56.355380895106","54.909706819454","51.714442475735","56.843013316938","56.747396794048","54.437074214322","56.656879682563","47.033355809588","51.316932963877","51.753918631592","39.005215521504","54.119985160418","55.404772184252","35.695925956912","53.974965602133","55.869538773427","53.943215876056","53.674818345276","52.225379841604","33.912199535721","48.379593387958","53.240180533399","43.521765870491","53.392002044795","38.748273975138","32.20007821293","53.771754622262","46.425468495354","30.377641682195","30.694259708089"
"FUE 78","59.524106211967","59.487573710098","59.456080287796","59.449456900603","59.331644643587","59.324870506395","59.089551155397","59.224751919049","59.335924183637","59.290639792845","59.086628513856","58.738028225611","56.699046130725","58.931806365617","58.787396098613","56.583326372567","58.387324192354","52.175778314465","57.891933465847","57.701988586009","56.766694837299","54.987290338125","51.387834200742","57.402403113813","57.27601207204","54.431595169222","57.157172777607","46.478622687464","50.959379823288","51.430553644006","38.354943948811","54.064409860708","55.581682525165","35.036246749776","53.897848158943","56.153083983489","53.861491227172","53.555645335508","51.943327338564","33.24975079857","47.866725598656","53.065659674587","42.903919038125","53.236109487261","38.096987968041","31.535853842762","53.665803618026","45.855785845732","29.712158489419","30.028959080259"
"FUE 79","54.45959034173","54.42489120917","54.394966555442","54.388671722648","54.276624657513","54.270177513978","54.045920853316","54.174835540636","54.280697370007","54.237591742935","54.043132047912","53.709893505077","51.740454302189","53.89527811776","53.757156899754","51.627811907918","53.373497285798","47.293560865009","52.896515499992","52.713109277663","51.806266702473","50.066977876087","46.512594958141","52.423291047865","52.300829013021","49.520851770433","52.185584226553","41.627219144021","46.087439924791","46.554967384495","33.513193889295","49.159359844621","50.649712934248","30.195436976581","48.995228535075","51.208335242057","48.959390002842","48.6577397109","47.063300531385","28.409217488786","43.011031372414","48.173896486088","38.058914068756","48.342286718388","33.255339388719","26.695497698913","48.766420308012","41.005905470354","24.871927906624","25.188710289584"
"FUE 80","57.004541988518","56.966283165343","56.933313695553","56.926381303994","56.803154274366","56.79607343624","56.550404231107","56.691479760162","56.807627829679","56.760300541317","56.547356689321","56.184469595848","54.082010756896","56.386041836363","56.235788927518","53.963526624055","55.820546244289","49.491218019097","55.30826964554","55.112360000759","54.151310777392","52.336131350306","48.697214748574","54.803896443918","54.673944800812","51.771994309869","54.551853411593","43.767443159151","48.265901884286","48.740235076124","35.635497096533","51.39980284793","52.940854978239","32.315996449549","51.231107870508","53.523642641161","51.194296203741","50.884773719079","49.256862955536","30.529264329571","45.159231618757","50.389417457027","40.187255906897","50.561666464866","35.37745438829","28.815216044481","50.996226133281","43.143299595349","26.991413447969","27.308229590015"
"FUE 81","65.02634599115","65.000318021221","64.977829750647","64.973094308292","64.888520933455","64.883638377116","64.712719281202","64.811229366765","64.891604376804","64.858933618106","64.71058061693","64.452755302249","62.845795558138","64.596739548598","64.489593870349","62.750054876907","64.188042560054","58.843066957231","63.805425424876","63.656134380525","62.901559395259","61.388285879583","58.105458724786","63.41787803524","63.316364455147","60.898177261107","63.220390295486","53.372081187851","57.700979698511","58.14566311971","45.321407102939","60.570420060024","61.903904864401","42.009878110535","60.420783198167","62.390325282924","60.388043634775","60.111569853689","58.626363691852","40.225491715803","54.728074239044","59.66489517717","49.845647673908","59.820781316194","45.064224254656","38.512947094491","60.211363876252","52.760692827987","36.690210389377","37.006871953169"
"FUE 82","86.456772605402","86.429249154999","86.40547639204","86.400471364093","86.311135219954","86.305980680593","86.125740996287","86.229575774354","86.314390593036","86.279904679325","86.123488138145","85.852320903641","84.17851813978","86.003653202237","85.891015179393","84.079548612414","85.574748365036","80.087491308376","85.174935228486","85.019351902217","84.236196806323","82.67897845096","79.34087142448","84.771508604153","84.666073527506","82.177691041365","84.566478360116","74.575334647892","78.932069861207","79.381528126888","66.510993336461","81.843145934254","83.207839735004","63.198112292803","81.690579629354","83.708323395719","81.657212727024","81.375629096949","79.867977937152","61.41332765326","75.937280063805","80.921367400601","71.03988539277","81.079811704187","66.253664748745","59.700527653933","81.477229443802","73.961815344501","57.877609876368","58.19429770203"
"FUE 83","76.932032811629","76.90244680941","76.876903835519","76.871527438801","76.775639346604","76.770111166094","76.577100646419","76.688223227286","76.77913093964","76.742152243824","76.574691724988","76.285357324693","74.522480667535","76.446678866821","76.326570563711","74.41928857243","75.990398165163","70.318529390893","75.56752375526","75.403555151476","74.582666904064","72.968536023624","69.560674545258","75.142990289189","75.032370304311","72.452980034046","74.927997166894","64.755467176142","69.146502552907","69.60189389912","56.674463533288","72.10981152065","73.514408482895","53.359940454533","71.953533066214","74.033088398311","71.919371946306","71.631328862985","70.095506995954","51.57467237161","66.124705886395","71.167507932101","61.209013370107","71.329171168761","56.416957893945","49.861562411572","71.735210651415","64.139342276909","48.038424884853","48.355144580609"
"FUE 84","56.508680331774","56.483644679769","56.462009181083","56.457452769348","56.376045381031","56.371343796276","56.206637842646","56.301595745351","56.379014435816","56.347551719554","56.204575438395","55.955683092584","54.394176533486","56.09474184565","55.991276441914","54.300661420113","55.699624033708","50.453332980965","55.328645796525","55.183632968099","54.448621843111","52.965857397393","49.722162229713","54.951914999447","54.853082917866","52.483593705941","54.759588408039","45.01194563722","49.320779151442","49.762042972126","36.971204462483","52.160616852136","53.472227659643","33.660661036902","52.013046973263","53.948878234422","51.980750362637","51.707888624135","50.238634660881","31.876565040662","46.363629529619","51.266590455674","41.492058418674","51.420661968934","36.714127824275","30.164206664191","51.806404965801","44.40210243136","28.341602025029","28.658244434025"
"FUE 85","90.656199689649","90.627562059657","90.602832844093","90.597627141254","90.504749253037","90.499392662915","90.312242203017","90.420021825482","90.508132360665","90.472298328918","90.309904835535","90.028890442368","88.306534089984","90.18563955068","90.068951199591","88.205251626264","89.741876160944","84.153302439378","89.329513038787","89.169358900501","88.365585811434","86.777115933061","83.400454025934","88.914573417345","88.806306275363","86.267964490428","88.704099959328","78.61286692849","82.988672624322","83.441422826415","70.539237432086","85.928661028568","87.315337655446","67.225440205192","85.774045073377","87.825815590542","85.740239544718","85.455087187828","83.931844478105","65.440385796366","79.978872926887","84.995539835293","75.071285107809","85.155764587482","70.281810064728","63.727412826929","85.557948259705","77.997896212253","61.9043724175","62.221078028561"
"FUE 86","62.451389865937","62.417815173268","62.38885328308","62.38276015736","62.274256487249","62.268010547871","62.050575374456","62.175610489537","62.278201948243","62.236437306206","62.047869267369","61.724150328369","59.79849803338","61.904326752431","61.770106360293","59.687819841144","61.396669837332","55.401035257034","60.931229787205","60.751942274219","59.863139452311","58.149617611323","54.624657714742","60.468295311539","60.348322150903","57.609695921641","60.235357571208","49.755047142206","54.201676351587","54.666801678953","41.647447885344","57.251906199267","58.724824746307","38.330318162328","57.089357728545","59.275232638911","57.053857003125","56.754943159609","55.172214015806","36.544283124203","51.136010833149","56.275114035908","46.190998722023","56.442157279718","41.389661063183","34.830681545426","56.862659484403","49.134745810124","33.007195536584","33.323965769676"
"FUE 87","59.578456332894","59.545045819406","59.516224540794","59.510160878911","59.40217505688","59.395958536938","59.17952170478","59.303988814579","59.406101912369","59.364533367829","59.176827711825","58.854505029075","56.93532044754","59.033917124614","58.900269099953","56.824934143404","58.528335409743","52.545249591264","58.064596922629","57.885917875862","56.999787926193","55.290106052402","51.769563118259","57.60318384903","57.483579297379","54.751112904007","57.370952635417","46.902333416339","51.346909432398","51.811672653128","38.795707473138","54.393877973474","55.864188618057","35.478672836257","54.231566864281","56.413371941992","54.196116809044","53.897613593111","52.31664500625","33.692665764939","48.282866183756","53.418387358425","43.338929544913","53.58522822283","38.537930910713","31.979082110401","54.00518518661","46.282185308539","30.155608805904","30.472377196656"
"FUE 88","70.141870195869","70.11072746786","70.083849448542","70.078193096599","69.977372733958","69.971563671273","69.768978150382","69.885558763504","69.981041925569","69.942189919952","69.766452523998","69.463582537255","67.635744260821","69.632334411765","69.506666656339","67.529529323832","69.155761407312","63.35265370818","68.715964514227","68.545881228694","67.697727999369","66.043234696184","62.587114278222","68.276078450546","68.161706751912","65.517700038651","68.053883179982","57.755038293813","62.169280776546","62.628717683634","49.662871328935","65.168527716089","66.60107697459","46.347251994699","65.00967099648","67.132649438842","64.974958739252","64.682439532458","63.127227584991","44.561661286982","59.129185887258","64.212015096358","54.201203713193","64.375899223634","49.405247453132","42.8483445069","64.787900974659","57.137162991471","41.025060368343","41.341801326363"
"FUE 89","108.40353020518","108.37558104801","108.35144278893","108.34636106933","108.25567102128","108.25043922333","108.06755571402","108.17289997203","108.25897523535","108.22397380616","108.06527050944","107.79033155683","106.09785428372","107.94373928747","107.82954954587","105.99799195552","107.50913762871","101.98271442892","107.1045034179","106.94716208331","106.15606281575","104.58675892608","101.23366846705","106.69664653014","106.59012055205","104.08242194882","106.489519192","96.459525779571","100.82370547403","101.27444678551","88.391551451047","103.74602997299","105.11924565812","85.078311791529","103.59266775211","105.62359497828","103.55913049346","103.27616042876","101.76244384741","83.293421549112","97.823057981692","102.81984399809","92.921678339317","102.97898060007","88.134184200849","81.580553837453","103.37825064131","95.845439076715","79.757588052394","80.074282840673"
"FUE 90","77.408032041092","77.381276186605","77.358162621497","77.353295932062","77.266403125357","77.261388076","77.085926004039","77.187032026015","77.269570319861","77.236015269213","77.083731649199","76.819394524118","75.179656410563","76.966966412061","76.85713942333","75.082325863165","76.548395589225","71.133234078251","76.15735774605","76.004981182699","75.236362815795","73.7014044552","70.391141258239","75.762019344866","75.65857948166","73.205761861547","75.560825856518","65.641721784551","69.98450949167","70.431570852359","57.584212074247","72.874640849551","74.22356963223","54.272006272686","72.72355145527","74.71693101663","72.690500768481","72.411491957628","70.915132884228","52.487420504698","67.000688533147","71.961050538069","62.110780279725","72.118207104469","57.32695627685","50.774748028714","72.512182281319","65.02926834676","48.951920667638","49.268595379848"
